id,text,timestamp,entities,sentiment,theme,embedding
e40fe7c1-a8f1-4eea-92a2-78ab00292aa1,"The merchandise boasts exceptionally high standards, and delivery was swift!",2025-04-03T21:59:28.973287,"['merchandise', 'standards', 'delivery']",positive,product review,"[0.0, 0.0, 0.0, 0.22386120340345278, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4031579803192658, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.24496673159358862, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.33025626776213585, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.33025626776213585, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.36051321223499216, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.36051321223499216, 0.0, 0.0, 0.36051321223499216, 0.1912406776831894, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2876114996778622, 0.0]"
ff7c18a8-9b81-4612-a89a-10f63471c854,"This product is currently available at a remarkable cost, unlike any other!!!",2025-04-03T21:59:29.724500,"['product', 'cost']",positive,pricing comparison,"[0.0, 0.0, 0.0, 0.0, 0.3578185360586222, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2722856478900879, 0.3578185360586222, 0.0, 0.0, 0.0, 0.0, 0.2174175920131094, 0.0, 0.3578185360586222, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16370913971701037, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3578185360586222, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2174175920131094, 0.0, 0.0, 0.0, 0.3578185360586222, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1905633658650599, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3578185360586222, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
4f1039ba-1ba0-4500-b0ba-f0cf141e1741,Immediate assistance required for problems with shipping!,2025-04-03T21:59:30.313578,"['assistance', 'problems', 'shipping']",urgent,customer service issue,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2986486971913336, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.38369667620001, 0.0, 0.0, 0.0, 0.0, 0.3268051548610408, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.36206752361588784, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5378448956501096, 0.0, 0.0, 0.0, 0.0, 0.0, 0.38369667620001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2986486971913336]"
e94dcde1-f045-4e5e-ae30-3cf752258381,"The item is top-notch, and the delivery speed is impressive.",2025-04-03T21:59:31.512916,"['item', 'delivery speed']",positive,customer experience,"[0.0, 0.0, 0.0, 0.23255279569159895, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2544777630845342, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.37451042929448075, 0.0, 0.3832287469099218, 0.0, 0.0, 0.23255279569159895, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.37451042929448075, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3186984178856821, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.397331503351471, 0.0, 0.0, 0.0, 0.37451042929448075, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
46058546-bc2e-4d82-a7c9-af1c0c100f92,"""The cost for this product is exceptionally steep!!!""",2025-04-03T21:59:32.507081,"['product', 'cost']",negative,pricing,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.338854674474915, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4568329722890741, 0.0, 0.0, 0.39784382338199453, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2551477400413445, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.338854674474915, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4243689009968607, 0.0, 0.0, 0.2645371359659163, 0.2970012072581298, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
a2d4e837-4d00-421d-ad0e-025e50674abf,I require immediate assistance with problems concerning shipments.,2025-04-03T21:59:33.001914,"['assistance', 'problems', 'shipments']",urgent,logistics issue,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2907947765166287, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.46830517029888136, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3182107702663581, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.35254580248966383, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.33430250185647764, 0.0, 0.0, 0.0, 0.0, 0.0, 0.523700547506429, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2907947765166287]"
fac2951d-11fa-45e1-8577-4f24fe05d80c,"The item craftsmanship is superb, and the delivery was remarkably swift.",2025-04-03T21:59:33.471478,"['item', 'craftsmanship', 'delivery']",positive,product review,"[0.0, 0.0, 0.0, 0.23310654834791728, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3438956705220215, 0.0, 0.0, 0.0, 0.25508372327891893, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.19207064390302797, 0.0, 0.0, 0.23310654834791728, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.375402210209967, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.375402210209967, 0.375402210209967, 0.3982776256062713, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2994896969004702, 0.0]"
0149442f-365f-4246-be30-a82d033e9dc2,This article is priced significantly above its ordinary value!,2025-04-03T21:59:33.884030,['article'],negative,pricing,"[0.33577987229619805, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.37549895691078555, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17179828601844221, 0.0, 0.0, 0.0, 0.33577987229619805, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.37549895691078555, 0.0, 0.0, 0.0, 0.37549895691078555, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.37549895691078555, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.19997942503463587, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.37549895691078555, 0.0, 0.0]"
5337c118-0999-4adc-ba5d-50b3e40bea4e,In dire need of assistance with shipment problems.,2025-04-03T21:59:34.312935,"['shipment', 'shipment problems']",negative,logistics,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25035510535736355, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.45087159857970693, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.36934199161570275, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.40317983580723005, 0.0, 0.0, 0.0, 0.0, 0.3430953205688655, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3035186621398921, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.40317983580723005, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25035510535736355]"
50532e0d-072a-4bf4-93e2-b61ebd0cd1c2,"The item impresses with outstanding craftsmanship, and its delivery sets the gold standard for speed.",2025-04-03T21:59:34.978722,"['item', 'craftsmanship', 'delivery']",positive,product excellence,"[0.0, 0.0, 0.0, 0.18087855518201174, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2668451506756145, 0.0, 0.0, 0.0, 0.1979316996632591, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.23238842516943675, 0.3257493119914229, 0.0, 0.0, 0.0, 0.0, 0.3257493119914229, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18087855518201174, 0.2912925864852452, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2668451506756145, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3257493119914229, 0.0, 0.0, 0.0, 0.0, 0.2478822462422784, 0.0, 0.3257493119914229, 0.0, 0.0, 0.0, 0.0, 0.3090427188405846, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18087855518201174]"
14eb4b94-f44f-4833-8dc7-de00ecfa4adf,This product is listed at an unexpectedly steep cost!,2025-04-03T21:59:38.909670,"['product', 'cost']",negative,price concerns,"[0.0, 0.0, 0.44453119576766204, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3382705266759104, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2701059124077323, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20338191653820634, 0.0, 0.0, 0.0, 0.0, 0.0, 0.44453119576766204, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2701059124077323, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3382705266759104, 0.0, 0.0, 0.0, 0.23674391447296933, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3641481026911768, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
